hotels,names,titles,star_ratting,location,date,comments,replies
台北W飯店W Taipei,amiedelanoch,很棒的地理位置+現代化的內部,4,"san diego, ca",2016年10月,"關於這家酒店我最喜歡的是它的地理位置+高這是如何。 

位置： 上面就是市政廳地鐵站乘坐地鐵。 這真的是一個方便的位置。 它的旁邊也有誠品,新光,美林小廚,+微風。 在這裏購物就是腦子進水了。 它還有兩站的距離黃村站xiao。 所以如果你是來購物的,這會讓你在一個不錯的位置。 周圍有很多好吃的食物。 有連接到w是一家百貨商店,還有一個美食廣場的底部。 

房間： 我們住在這裏絕對是非凡的套房+ 4人來說已經足夠寬敞。 房間裏有一張大號牀和2個隔開的起居室裏有一臺++真的很舒服的沙發。 還有2把椅子+一個表設置的窗戶可以俯瞰游泳池區。 有一個巨大的窗戶,這是一個很棒的地方可以坐下來,喝一杯濃縮咖啡（有一個房間裏有咖啡機！ ）,和城市裏的風景。 房間裏有一個60的mod的氛圍,還有一個很乾淨的抹布千龜山。 我辦理入住手續,也不用擔心。 甚至沒有一個麵包屑都在上面。 房間維護的很好。 這家酒店相對來說還是很新所以沒有多少的眼淚+穿着上。 

牀： 這是天堂般柔軟的牀單+冷就是上帝 - 發送的時候外面都是潮溼和85度。 牀是硬上的這一面是我喜歡的方式,也有硬一些的枕頭。 您也可以要求不同的枕頭可供選擇使用任何按鈕/時。 

浴室： 有幸福的生活用品。 我真的真的很喜歡他們。 你知道有時候洗髮水/護髮素的品牌不匹配那些你在店裏買了？ 這不適用於這裏。 我敢肯定的是它是相同的。 他們提供洗髮水,條件,酒吧的香皂,沐浴露,剃鬚刀,和牙刷。 如果有一個浴缸,還有浴鹽。 毛巾有點粗糙但是也還行吧。 

其他的東西： 他們會給你而不是巧克力爆米花！ 
我們早餐大約$30 ,但它是一個完整的自助上臺灣美食+西式食物。 食物真的很好吃但是如果你不能吃太多的,它可能不是很值得。 
游泳池有點小擁擠+實際上就是在早上的時候。 還有一個小角落一側的室外淋浴也很好。更多","Dear amiedelanoche,

Thank you for your time in writing us such wonderful and detailed feedback! For services at W Taipei,...更多"
台北W飯店W Taipei,Anth0nyH0,很棒的客戶服務和顧客認可,5,"Brisbane, Queensland, Australia",2016年10月,"我強烈推薦臺北w酒店因爲他們得到了一個驚人的工作人員誰是客戶體驗經理davie chou他完全滿足了我的要求和實現了我所有的期望。 我可以說我在臺北真的讓一個新朋友。 他是超級漂亮和n每條說沒有。 真的讓我感到驚喜。 
他和他的團隊真的做得很棒,推薦很好的餐廳和良好的禮賓服務。 我確信你會經歷都是到davie和他的團隊。 
謝謝，更多","Dear Anth0nyH0:

Thank you for staying at W Taipei and sharing us your wonderful stay experience with us. It is...更多"
台北W飯店W Taipei,Adele A,優越的地理位置&房間能看到很棒的城市,4,,2016年9月,"他們的工作人員都非常友好和樂於助人,休息室裏有很好的視野和廣泛的飲料。 那裏也有一個後面就因爲喜歡煙味的。 酒店的工作人員一般都非常有幫助,問他們任何問題和他們很願意幫助客人。 
客房服務之後我發現我的卸妝乳1街住4天后再來和我入住的時候他們移交給我,這真的讓我感到驚喜。 
唯一的一點不足是主入口的員工不是很樂於助人和那些缺乏積極主動性。 當我到達的時候12上午在早上的時候沒有人幫我拖着我的行李坐電梯上去看看當你問他們他們肯定會指向的方向爲方向甚至都不擡頭看你。 
這家酒店是鏈接到購物中心&誠品這使得方便走動甚至是在一個雨天。更多","Dear Adele A,

Thank you so much for your valuable review and staying with us. However, we regret that our...更多"
台北W飯店W Taipei,JonathanL4808,很棒的W!!！,5,新加坡新加坡,2016年10月,"住在世界各地的任何w酒店一直都是我旅行的亮點當我旅行;和臺北w酒店是沒有少！ : D

預訂的時候我住在這裏的就更是容易作爲喜達屋的會員和更改所有讓我們完全沒有遇到任何問題。 我總是能夠定製和裁縫我住我的需求和我的同行。 

我很肯定我的住宿-甚至在登記入住前看起來都是在當大衛chou（客戶體驗經理）在臺北w酒店給我發了一封歡迎電子郵件在我到達之前就在國內和設置預定晚餐的我住在這家酒店。 

我期待着在這裏住了3晚和我知道我的下一次會住的都很棒！ ！ ！更多","Dear Jonathan L,

So thrilled to receive such a glowing review and to hear that we have been recommended! It...更多"
台北W飯店W Taipei,HKeater,另一個很棒的住宿,5,香港,2016年10月,"邏輯的地方如果你喜歡住在一個很棒的位置和這裏還和地鐵相連。 

優質的服務和始終充滿着活力的令人心悸的只要你一走進大堂。 房間很好很乾淨有很棒的景色。 

休息和再出去到您繁忙的時間表。 還需要一些時間在泳池裏戲水。更多","Dear HKeater,

Thank you for sharing your stay experience with us! We are pleased to know you have had a...更多"
台北W飯店W Taipei,parore,很棒的體驗,5,新加坡新加坡,2015年11月,"我去過很多地方,臺北w酒店是我住過的最好的酒店。 酒店設施非常棒,設施和客戶服務。 這家酒店是w酒店品牌的典範。 房間很寬敞而且員工非常有幫助-我到臺北旅行的一個亮點更多","Dear zacharynz,

Great thanks for sharing this fabulous review with us! We are thrilled to know you had a WOW...更多"
台北W飯店W Taipei,extrapagespassport,"很棒的服務,時尚的空間",5,麻薩諸塞州劍橋,2016年10月,"像是所有w酒店那樣,這裏的氣氛非常的輕鬆感覺。 房間超級時尚,白色的色彩鮮明的顏色和華麗的城市景觀。 很喜歡酒店的健身房和泳池非常棒,大到足夠你游泳和休息沒有什麼比還有一杯香檳和一個預訂。 
但是真正讓這家酒店出衆的是他們的團隊。 從大堂經理到前臺員工,他們竭盡全力使你住得愉快。 我要讚美他們的專業和周到的服務。 這是一個酒店非常適合工作出差和休閒酒店是我住過的這兩種。 位置很好而且佈置得很好,我不能想象住在別的地方臺北。更多","Dear extrapagespassport,

You simply made our day! It is so wonderful to learn your uplifting stay experience with us and...更多"
台北W飯店W Taipei,bibbybubby,別緻的酒店,5,加拿大多倫多,2015年12月,"在這裏住了好幾次,我最喜歡的臺北酒店。 你會感覺一度發生您輸入

優點
 -位置很棒（連接購物中心,公交車站） 
 -工作人員是主動和友好
 -寬敞的房間,現代時尚
 -設施（幸福）,很清爽
 -拖鞋,很蓬鬆
 -很棒的溫泉和健身房

缺點
 -室外游泳池,開放的空間,在酒吧喝酒的人可以看到你在游泳或咖啡酒廊
 如果你喜歡泡吧的感覺-這將是一個完美的適合你的酒店但有時當我回去工作之後,我想要一個安靜放鬆的地方然後我發現這裏的音樂太吵了更多","Dear bibbybubby,

Thank you for your review. We are glad to hear you found we lived up to your standard...更多"
台北W飯店W Taipei,SPG_JJ,一個愛上！,5,德國慕尼黑,2016年10月,"我喜歡這家酒店！ 我自認是一個風扇的“w”品牌但我印象很深的是在各條戰綫上的。 我在這裏住了一個短暫的商務旅行和選擇此選項主要是因爲它的照片比什麼都重要,因爲這並不是最便利的位置。 

W總是在一些上層-檢查-級別和這裏工作我覺得特別好。 只要您的豪華轎車的門是爲你打開車門,幫你拿行李立刻被照顧得很好。 我知道在這種情況下對於大多數亞洲的酒店但是這裏不同的是大堂十層的混亂和行李是免費的。 -登記入住很有效率的方式和提供一個精力充沛的！ 

我喜歡我的房間。 設計很明顯是一個優先級在任何w酒店但是我覺得這是特別成功的-這裏推出本地功能在臺灣的一個生動的色彩。 

早餐真是太荒謬了。 我覺得這裏很好的是它每天都有小小的變化但是我發現自己缺少一些最喜歡當他們不在那裏。 實在是有太多的食物和這麼多的選擇-但是我不希望太多的去浪費。 有很棒的當地的食物以及常見的歐洲/美國價格但是也有一部分甚至還有和日本-奶油（！ ）我想爲什麼不呢。 我唯一的不滿是咖啡是從自動販賣機... 

酒店的健身房,溫泉和游泳池非常棒的空格。 健身房感覺就有很多燈和最好的設備。 溫泉或的衣帽間裏有按摩椅和電視和熱/冷-浴缸和桑拿以滿足任何人的口味。 我很喜歡這裏的室外泳池雖然經常下雨。 和我印象非常深刻的時候我是唯一的客人在雨中玩玩水,服務仍然出現了也要我怕我想要什麼東西（！ ） 

如果我不得不批評然後所有我能想到的就是我希望這裏有更多的客房服務的菜單上。更多","Dear SPG_JJ:
	
Thank you for taking the time to write this wonderful detailed review. We are glad you enjoyed our...更多"
台北W飯店W Taipei,Cran2016,我的一個最好的酒店之一,5,佛羅里達州德拉海灘,2016年10月,"除了酒店的現代,寬敞漂亮,工作人員令人難以置信。 從總經理到客房清潔人員davey所有的方式我從來沒有住過一個酒店的每個人都是如此友好和願意做任何事來讓我很開心。更多","Dear Cran2016,
So thrilled to receive such a glowing review and to hear that we have been recommended! It is...更多"
台北W飯店W Taipei,pierremauriced2016,從底部到頂部😉很棒的,5,,2016年10月,"我們有一個美好的時光在臺北w酒店一切都很棒.:服務,辦理入住手續/退房,禮賓有很好的建議,房間是朝向的宣傳和臺北101, woo很酷很時髦的酒吧,泳池就是一個很棒的放鬆的地方喝一杯... 感謝住得這麼好！ 很快會再來！更多","Dear pierremauriced2016,

Thank you for your wonderful review, we are glad you had such a good time with us. It...更多"
台北W飯店W Taipei,MLTnature,適合年輕人住的時尚 ,4,,2016年6月,"位於信義區,臺北,這家酒店還有一個非常擁擠的往往有很多的年輕人。 

附近有很多餐館,購物中心區域。 看起來非常好的人們和臺北的生意做了一段時間。 

如果你要住更長的時間與您的家人,還有許多其他的選擇附近的人很少像上海世茂皇家艾美酒店的公寓和安靜的住宿體驗或...更多","Daer MLTnature:

Thanks for your feedback. W Taipei is situated at the heart of Xinyi District with convenient public metro...更多"
台北W飯店W Taipei,JibberChile,好.....這是一個w.....,5,智利康塞普西翁,2016年10月,"W是以滿足了一個高標準的服務。 一切都工作的很好,你付了很高的一個高質量的產品/服務。 簡單....很貴,是的但是你永遠不會感到你破費。 登記入住很棒,時髦從頂部到底部。 房間很乾淨也很完美,非常時髦。 上網速度都非常棒。 早餐是你能得到的最好的。 健身房是超級大又設計得很好,機器都很新很漂亮。 真的很不錯的溫泉,桑拿,蒸汽浴室,極可意水流按摩浴缸,很酷的設計。 每個人都很好,還有什麼？ 100％去那裏,住在那裏,在那裏吃飯還有一段美好的時光。 它符合標準。 位置很完美, downtowm, 2個街區從臺北101。 它可以爲商務,浪漫,家庭,方.... 對於所有。 很棒的酒店。更多","Dear JibberChile,

Thank you for leaving us such lovely review! We will definitely share your comments with related departments and...更多"
台北W飯店W Taipei,YapES1976,時髦的酒店,5,新加坡新加坡,2016年10月,"這是一個時髦的和相當古怪的酒店。 超級棒的服務和漂亮的房間裏有免費的爆米花很貼心,每天晚上都和一個冰桶都是開放式的浴室。 牀和枕頭很舒服。 自助早餐的選擇很大,種類和味道很好。更多","Dear YapES1976,

Thank you for leaving us such lovely review! We are flattered to know you experienced a fantastic stay...更多"
台北W飯店W Taipei,byrule62,其中一個最好的酒店之一,5,加州帕羅奧多,2016年8月,"房間非常舒適,工作人員非常棒,酒店的位置很中心而且每個人都有一個臉上掛着微笑。 所有的一切都是很愉快的從免費的飲料（spg會員金卡）到牀上牀單的天際綫的景色。更多","Hello byrule62, 

Thank you for your review and feedback! In addition, thank you for selecting W Taipei for your trip....更多"
台北W飯店W Taipei,,很不錯的酒店,5,amidgett,2016年9月,"超級棒的客戶服務... 房間不是很大,但是很乾淨而且很有組織能力。 我們住的是能看到臺北101。 牀很舒服。 我叫了客房服務和超出了我的期望,這裏的食物非常好吃。 酒店的位置很方便去購物商場,餐廳,還有公共交通。 Spg會員還可以免費上網。更多","Dear amidgett

Thank you for your wonderful review, we are glad you had such a good time with us. It...更多"
